card_no,year,month,sales,transactions,items
14260.0,2010,12,2.3000000000000425,1,37
14260.0,2011,2,-2.5000000000000004,1,50
14260.0,2011,4,2.7900000000000187,1,27
14260.0,2011,5,5.639999999999997,1,30
14260.0,2011,7,7.290000000000015,2,39
14260.0,2011,9,3.399999999999995,1,26
14260.0,2011,11,102.86,1,41
14260.0,2012,1,-1.354472090042691e-14,1,28
14260.0,2012,4,1.7763568394002505e-15,1,12
14260.0,2012,5,8.340000000000014,1,50
14260.0,2012,8,0.6100000000000065,1,28
14260.0,2013,9,-8.881784197001252e-15,2,27
14260.0,2013,10,0.2199999999999971,1,31
14260.0,2014,1,57.74000000000001,1,16
14260.0,2014,4,107.02999999999997,1,42
14260.0,2014,6,82.34999999999998,1,32
14260.0,2014,7,132.14999999999998,1,44
14260.0,2014,9,54.69,2,11
14260.0,2015,3,56.250000000000014,1,18
14260.0,2015,7,110.15999999999998,1,26
14260.0,2015,12,94.12999999999998,1,20
14260.0,2016,10,32.74,1,11
14395.0,2010,1,175.9700000000001,7,55
14395.0,2010,2,259.5500000000001,7,79
14395.0,2010,8,14.990000000000034,2,33
14395.0,2010,9,-2.220446049250313e-15,1,9
14395.0,2012,1,3.552713678800501e-15,1,9
14395.0,2013,7,1.7763568394002505e-15,1,7
14395.0,2014,2,73.19,1,10
14395.0,2014,7,68.33,1,24
14542.0,2010,1,66.15,1,19
14542.0,2010,2,46.97,1,13
14542.0,2010,5,48.32000000000001,1,12
14542.0,2010,6,23.07,1,3
14542.0,2010,8,7.105427357601002e-15,1,8
14542.0,2010,12,2.0000000000000018,1,10
14542.0,2011,3,-7.105427357601002e-15,2,27
14542.0,2011,5,0.0,1,8
14542.0,2011,11,1.7763568394002505e-15,1,12
14542.0,2012,7,1.9539925233402755e-14,1,10
14542.0,2012,11,-1.7763568394002505e-15,1,10
14542.0,2013,9,3.6637359812630166e-15,1,7
14542.0,2014,2,40.27,1,3
14542.0,2014,5,128.32999999999998,1,9
14542.0,2014,9,68.6,1,7
14545.0,2014,7,29.020000000000003,1,11
14575.0,2010,1,53.080000000000005,1,10
14575.0,2010,2,81.65,2,12
14575.0,2010,3,51.790000000000006,1,6
14575.0,2010,4,24.619999999999997,1,3
14575.0,2010,5,55.75000000000001,4,14
14575.0,2010,6,53.57,3,13
14575.0,2010,7,22.810000000000002,2,9
14575.0,2010,8,-7.105427357601002e-15,1,6
14575.0,2010,9,-8.881784197001252e-16,3,15
14575.0,2010,10,-8.881784197001252e-16,3,22
14575.0,2010,11,6.661338147750939e-16,2,11
14575.0,2010,12,0.0,1,8
14575.0,2011,1,-6.8833827526759706e-15,1,10
14575.0,2011,2,1.7763568394002505e-15,2,13
14575.0,2011,4,-4.440892098500626e-16,1,8
14575.0,2011,5,3.3306690738754696e-15,1,9
14575.0,2011,6,5.329070518200751e-15,1,7
14575.0,2011,7,-5.329070518200751e-15,2,14
14575.0,2011,9,-7.105427357601002e-15,2,14
14575.0,2011,12,1.2434497875801753e-14,1,9
14575.0,2012,1,16.490000000000013,4,25
14575.0,2012,2,3.552713678800501e-15,1,7
14575.0,2012,3,2.708944180085382e-14,2,27
14575.0,2012,4,5.10702591327572e-15,1,11
14575.0,2012,5,0.0,2,15
14575.0,2012,6,-1.0658141036401503e-14,3,20
14575.0,2012,7,1.7763568394002505e-15,2,12
14575.0,2012,8,7.993605777301127e-15,3,25
14575.0,2012,10,1.021405182655144e-14,2,19
14575.0,2012,11,1.3322676295501878e-15,2,19
14575.0,2012,12,1.7763568394002505e-15,1,8
14575.0,2013,1,0.0,1,9
14575.0,2013,2,1.3322676295501878e-15,2,19
14575.0,2013,3,-3.9968028886505635e-15,1,7
14575.0,2013,4,15.789999999999953,4,43
14575.0,2013,5,-6.661338147750939e-14,3,41
14575.0,2013,6,-1.7763568394002505e-15,2,22
14575.0,2013,7,4.410000000000007,1,14
14575.0,2013,8,15.890000000000006,2,18
14575.0,2013,9,-5.329070518200751e-15,2,26
14575.0,2013,10,-3.552713678800501e-15,1,5
14575.0,2013,11,2.4868995751603507e-14,2,21
14575.0,2013,12,1.5543122344752192e-15,1,6
14575.0,2014,1,31.75,2,5
14575.0,2014,2,8.879999999999999,1,2
14575.0,2014,4,101.54,2,10
14575.0,2014,8,30.18,2,9
14575.0,2014,9,31.990000000000002,1,8
14575.0,2014,10,63.67,1,6
14575.0,2014,11,56.31999999999999,2,8
14575.0,2014,12,26.529999999999998,2,7
14575.0,2015,2,11.56,1,4
14575.0,2015,4,100.19,2,16
14575.0,2015,5,47.16,1,6
14575.0,2015,7,58.61000000000001,1,8
14575.0,2015,10,75.93999999999998,2,18
14575.0,2015,11,63.67000000000001,3,20
14575.0,2016,1,5.0,1,2
14575.0,2016,2,11.040000000000001,1,5
14575.0,2016,3,57.550000000000004,1,5
14575.0,2016,5,24.009999999999998,1,5
14575.0,2016,6,4.880000000000001,1,3
14575.0,2016,8,40.57,2,3
14575.0,2016,10,21.73,1,3
14575.0,2016,11,84.27,1,4
14575.0,2016,12,53.57,1,3
14664.0,2010,5,26.669999999999998,2,6
14664.0,2010,11,1.687538997430238e-14,1,35
14664.0,2011,10,-3.552713678800501e-15,2,27
14664.0,2012,5,-9.237055564881302e-14,2,62
14664.0,2012,6,2.970000000000139,6,119
14664.0,2012,7,1.5899999999998364,4,69
14664.0,2012,8,-4.085620730620576e-14,5,108
14664.0,2012,9,-1.0699999999999825,2,50
14664.0,2012,11,1.7763568394002505e-15,1,19
14664.0,2012,12,-2.9753977059954195e-14,1,27
14664.0,2013,3,-3.1086244689504383e-15,1,24
14664.0,2013,10,-9.769962616701378e-15,1,34
14664.0,2013,11,1.687538997430238e-14,1,34
14664.0,2014,8,191.38000000000005,1,54
14664.0,2014,12,76.03999999999999,1,24
14664.0,2015,6,104.6,1,37
14664.0,2016,6,101.66999999999997,1,34
14664.0,2016,11,67.74000000000001,1,25
14664.0,2017,1,92.47,1,32
14680.0,2010,1,0.69,1,1
14680.0,2010,2,23.200000000000003,1,6
14680.0,2010,4,22.720000000000002,2,4
14680.0,2010,6,54.940000000000005,1,26
14680.0,2010,7,29.410000000000004,1,11
14680.0,2010,9,-2.220446049250313e-16,1,8
14680.0,2010,11,-4.440892098500626e-16,1,30
14680.0,2011,3,-1.2434497875801753e-14,1,17
14680.0,2011,4,-1.7541523789077473e-14,1,27
14680.0,2011,6,-1.7763568394002505e-15,2,24
14680.0,2011,8,-6.661338147750939e-16,1,7
14680.0,2011,9,3.885780586188048e-16,1,7
14680.0,2011,10,-1.7763568394002505e-15,1,9
14680.0,2011,11,3.1086244689504383e-15,2,25
14680.0,2011,12,-1.9984014443252818e-15,1,17
14680.0,2012,1,-3.552713678800501e-15,1,18
14680.0,2012,2,-1.6653345369377348e-14,3,47
14680.0,2012,3,-1.2434497875801753e-14,4,38
14680.0,2012,4,-1.554312234475219e-14,8,63
14680.0,2012,5,-8.881784197001252e-15,7,53
14680.0,2012,6,-9.769962616701378e-15,5,42
14680.0,2012,7,0.0,2,10
14680.0,2012,8,6.170000000000009,9,75
14680.0,2012,9,0.0,3,18
14680.0,2012,10,0.0,3,15
14680.0,2012,11,25.879999999999978,5,47
14680.0,2012,12,0.9899999999999982,1,12
14680.0,2013,1,2.886579864025407e-15,2,13
14680.0,2013,2,-8.881784197001252e-16,3,17
14680.0,2013,3,2.989999999999991,8,64
14680.0,2013,4,-1.4210854715202004e-14,3,35
14680.0,2013,5,-7.105427357601002e-15,2,15
14680.0,2013,6,-1.3766765505351941e-14,7,62
14680.0,2013,7,1.9539925233402755e-14,7,80
14680.0,2013,8,6.73999999999996,10,95
14680.0,2013,9,1.7763568394002505e-15,5,32
14680.0,2013,10,-1.2434497875801753e-14,4,28
14680.0,2013,11,0.0,1,6
14680.0,2013,12,1.6653345369377348e-14,6,42
14680.0,2014,1,37.95,2,18
14680.0,2014,2,14.120000000000001,2,9
14680.0,2014,3,22.0,1,1
14680.0,2014,4,48.93,2,9
14680.0,2014,5,54.52,3,10
14680.0,2014,6,143.01000000000005,7,38
14680.0,2014,7,338.15000000000003,10,115
14680.0,2014,8,129.83999999999997,6,37
14680.0,2014,9,111.87,6,21
14680.0,2014,10,39.78000000000001,2,9
14680.0,2014,11,30.850000000000005,2,14
14680.0,2014,12,37.709999999999994,2,17
14680.0,2015,1,121.28999999999998,5,41
14680.0,2015,3,33.559999999999995,1,21
14680.0,2015,4,92.25999999999996,3,38
14680.0,2015,5,83.56999999999998,3,25
14680.0,2015,6,66.53000000000002,2,24
14680.0,2015,8,21.049999999999997,2,12
14680.0,2015,9,57.000000000000014,2,23
14680.0,2015,10,54.02,2,24
14680.0,2015,11,137.16999999999996,5,62
14680.0,2015,12,33.44,1,11
14680.0,2016,3,38.51,1,17
14680.0,2016,4,55.949999999999996,2,18
14680.0,2016,6,58.43000000000001,2,26
14680.0,2016,7,67.52,2,33
14680.0,2016,8,145.50999999999996,3,50
14680.0,2016,10,25.11,1,9
14680.0,2016,12,50.46,1,22
14680.0,2017,1,79.78,2,30
14697.0,2010,1,51.56000000000001,1,8
14697.0,2010,2,55.69,1,6
14697.0,2010,4,46.169999999999995,2,16
14697.0,2011,4,2.220446049250313e-16,2,14
14697.0,2011,5,0.0,1,8
14697.0,2011,12,-8.881784197001252e-15,1,18
14697.0,2012,2,0.3000000000000398,1,19
14697.0,2013,2,2.6645352591003757e-15,2,12
14697.0,2013,3,5.329070518200751e-15,2,15
14697.0,2013,12,1.3322676295501878e-14,2,19
14697.0,2014,10,18.42,1,3
14789.0,2010,1,232.5800000000001,4,72
14789.0,2010,2,34.89,1,13
14789.0,2010,3,134.47999999999996,2,43
14789.0,2010,4,161.48,1,56
14789.0,2010,5,156.56000000000003,1,49
14789.0,2010,6,32.95,1,10
14789.0,2010,7,320.47,2,79
14789.0,2010,8,0.2799999999999985,1,38
14789.0,2010,11,0.33000000000000895,1,51
14789.0,2010,12,1.7763568394002505e-15,1,6
14789.0,2011,1,1.0000000000000036,1,18
14789.0,2011,3,-9.769962616701378e-15,1,32
14789.0,2011,5,-5.329070518200751e-15,2,33
14789.0,2012,2,-3.552713678800501e-15,1,31
14789.0,2012,3,-3.552713678800501e-15,1,6
14789.0,2012,6,2.398081733190338e-14,1,25
14789.0,2012,10,-5.062616992290714e-14,1,48
14789.0,2012,11,5.290000000000019,1,34
14789.0,2013,2,-4.440892098500626e-16,1,7
14789.0,2014,6,146.04,1,30
14789.0,2016,10,99.21999999999997,2,30
14789.0,2016,11,23.369999999999997,1,3
14894.0,2010,1,44.82,1,14
14894.0,2010,2,104.59999999999998,1,29
14894.0,2010,8,4.2900000000000045,1,32
14894.0,2010,10,-6.217248937900877e-14,1,55
14894.0,2011,4,38.11999999999998,1,67
14894.0,2011,5,12.649999999999904,1,97
14894.0,2011,8,8.881784197001252e-16,1,7
14894.0,2011,12,-3.375077994860476e-14,1,11
14894.0,2012,10,-1.7763568394002505e-15,1,23
14894.0,2013,2,15.98999999999987,1,74
14894.0,2013,3,5.939999999999992,1,34
14894.0,2013,6,1.4299999999999073,1,45
14894.0,2013,7,0.6099999999999781,1,64
14894.0,2013,10,3.000000000000144,1,72
14894.0,2014,1,-3.375077994860476e-14,1,57
14894.0,2014,3,5.98,1,1
14894.0,2014,4,345.60000000000014,1,72
14894.0,2014,9,351.01000000000005,1,51
14894.0,2014,12,173.57000000000005,1,40
14894.0,2015,9,11.99,1,2
14894.0,2016,2,290.2099999999999,1,67
14894.0,2016,7,115.00999999999999,1,22
14932.0,2010,1,181.2200000000001,6,59
14932.0,2010,2,55.46999999999999,3,24
14932.0,2010,3,19.49,2,9
14932.0,2010,4,233.42000000000004,5,70
14932.0,2010,5,209.0700000000001,5,65
14932.0,2010,6,159.51999999999998,5,48
14932.0,2010,7,222.21000000000004,6,90
14932.0,2010,8,6.780000000000022,4,78
14932.0,2010,9,-1.212363542890671e-13,4,106
14932.0,2010,10,1.6899999999999826,8,97
14932.0,2010,11,7.129999999999987,4,57
14932.0,2010,12,13.83999999999993,5,91
14932.0,2011,1,0.08999999999991815,7,115
14932.0,2011,2,7.540000000000019,4,55
14932.0,2011,3,2.6999999999999797,2,66
14932.0,2011,4,2.3000000000000247,4,64
14932.0,2011,5,5.400000000000007,6,96
14932.0,2011,6,-3.552713678800501e-14,3,62
14932.0,2011,7,-9.325873406851315e-15,2,44
14932.0,2011,8,4.690000000000012,4,59
14932.0,2011,9,8.526512829121202e-14,5,125
14932.0,2011,10,0.17000000000001547,3,68
14932.0,2011,11,3.419999999999844,9,102
14932.0,2011,12,6.479999999999967,5,61
14932.0,2012,1,2.5699999999999994,1,17
14932.0,2012,2,1.8799999999998696,6,104
14932.0,2012,3,2.0000000000000395,4,69
14932.0,2012,4,5.980000000000016,2,79
14932.0,2012,5,0.17999999999994398,4,60
14932.0,2012,6,-4.440892098500626e-15,1,22
14932.0,2012,7,5.68999999999998,4,66
14932.0,2012,8,2.8499999999999535,4,60
14932.0,2012,9,4.1300296516055823e-14,2,43
14932.0,2012,10,0.6999999999999815,3,40
14932.0,2012,11,0.31000000000000405,2,37
14932.0,2012,12,1.2434497875801753e-14,2,20
14932.0,2013,1,5.330000000000032,4,95
14932.0,2013,2,3.690000000000052,4,83
14932.0,2013,3,0.40999999999999703,3,37
14932.0,2013,4,0.550000000000006,4,58
14932.0,2013,5,10.369999999999996,2,58
14932.0,2013,7,8.81000000000001,5,76
14932.0,2013,8,2.0199999999999925,5,56
14932.0,2013,9,2.2600000000000042,3,49
14932.0,2013,10,0.6699999999999817,3,45
14932.0,2013,11,6.779999999999987,4,67
14932.0,2013,12,1.7763568394002505e-15,1,18
14932.0,2014,1,70.42999999999999,3,26
14932.0,2014,2,127.36999999999998,3,43
14932.0,2014,3,154.26999999999998,4,48
14932.0,2014,4,84.81000000000003,2,28
14932.0,2014,5,39.459999999999994,1,11
14932.0,2014,6,54.50999999999999,3,18
14932.0,2014,7,37.14,2,12
14932.0,2014,8,49.58,2,20
14932.0,2014,9,42.60000000000001,1,17
14932.0,2014,10,146.23999999999995,4,53
14932.0,2014,11,29.130000000000003,1,12
14932.0,2015,1,70.85000000000002,4,28
14932.0,2015,2,73.51999999999998,3,22
14932.0,2015,3,22.619999999999997,1,11
14932.0,2015,5,43.74000000000001,1,18
14932.0,2015,6,116.20000000000003,3,35
14932.0,2015,7,98.88999999999996,3,38
14932.0,2015,9,48.410000000000004,1,17
14932.0,2015,10,55.36,2,17
14932.0,2015,12,52.97,3,18
14932.0,2016,1,8.38,1,4
14932.0,2016,2,23.86,1,8
14932.0,2016,3,19.560000000000002,1,8
14932.0,2016,5,27.0,1,10
14932.0,2016,8,27.020000000000003,1,9
14932.0,2016,9,11.8,1,5
15034.0,2010,1,26.43,3,7
15034.0,2010,2,69.10999999999999,2,25
15034.0,2010,3,48.77999999999999,2,27
15034.0,2010,4,68.28999999999998,2,24
15034.0,2010,5,78.24,2,35
15034.0,2010,6,60.559999999999995,2,28
15034.0,2010,7,52.18,3,24
15034.0,2010,8,12.399999999999988,3,29
15034.0,2010,9,5.770000000000023,2,27
15034.0,2010,10,6.850000000000014,2,39
15034.0,2010,11,8.500000000000005,2,44
15034.0,2010,12,15.73000000000004,3,71
15034.0,2011,1,2.749999999999986,1,22
15034.0,2011,2,20.609999999999978,3,51
15034.0,2011,3,3.890000000000015,3,51
15034.0,2011,4,24.009999999999927,2,51
15034.0,2011,5,2.9999999999999947,1,19
15034.0,2011,6,-2.6645352591003757e-15,2,33
15034.0,2011,7,-1.0658141036401503e-14,1,14
15034.0,2011,8,47.919999999999995,5,48
15034.0,2011,9,1.9999999999999964,2,27
15034.0,2011,10,2.09999999999999,3,24
15034.0,2011,11,557.39,3,39
15034.0,2011,12,-8.215650382226158e-15,2,18
15034.0,2012,1,-4.440892098500626e-15,1,9
15034.0,2012,2,10.290000000000024,3,62
15034.0,2012,3,1.2499999999999805,2,33
15034.0,2012,4,4.440892098500626e-15,2,23
15034.0,2012,5,-3.9968028886505635e-15,1,13
15034.0,2012,6,37.99000000000002,3,32
15034.0,2012,7,5.551115123125783e-16,1,8
15034.0,2012,8,-5.329070518200751e-15,2,18
15034.0,2012,9,0.20999999999996533,2,30
15034.0,2012,10,-1.7763568394002505e-15,1,9
15034.0,2012,11,2.500000000000002,3,45
15034.0,2012,12,-3.774758283725532e-15,2,25
15034.0,2013,1,1.7763568394002505e-15,2,26
15034.0,2013,2,-1.1102230246251565e-16,1,21
15034.0,2013,3,1.5000000000000036,4,43
15034.0,2013,4,8.881784197001252e-15,1,18
15034.0,2013,5,3.219646771412954e-15,2,22
15034.0,2013,6,2.000000000000046,3,31
15034.0,2013,7,-8.881784197001252e-16,1,9
15034.0,2013,8,-4.440892098500626e-14,3,35
15034.0,2013,9,-8.881784197001252e-15,2,28
15034.0,2013,10,5.250000000000014,2,46
15034.0,2013,11,8.490000000000004,2,28
15034.0,2013,12,5.329070518200751e-15,1,22
15034.0,2014,1,141.23,3,8
15034.0,2014,2,47.23,1,15
15034.0,2014,3,14.920000000000002,1,4
15034.0,2014,4,60.36,1,12
15034.0,2014,5,209.91999999999996,6,42
15034.0,2014,6,150.53000000000006,3,21
15034.0,2014,7,91.13999999999997,3,26
15034.0,2014,8,91.24999999999999,3,25
15034.0,2014,9,101.84,3,28
15034.0,2014,10,352.65,5,51
15034.0,2014,11,82.52999999999999,2,20
15034.0,2014,12,95.74999999999999,2,23
15034.0,2015,1,154.05,2,24
15034.0,2015,2,224.34000000000006,3,28
15034.0,2015,3,94.2,2,17
15034.0,2015,4,110.87000000000003,3,33
15034.0,2015,5,158.29000000000002,4,37
15034.0,2015,6,94.47,2,19
15034.0,2015,7,132.77999999999997,3,26
15034.0,2015,8,77.52,1,16
15034.0,2015,10,73.1,1,16
15034.0,2015,11,118.25999999999999,2,22
15034.0,2015,12,106.10999999999997,2,23
15034.0,2016,1,142.66999999999996,2,30
15034.0,2016,2,114.03999999999998,2,23
15034.0,2016,3,79.88999999999999,3,20
15034.0,2016,11,19.159999999999997,1,9
15034.0,2016,12,48.010000000000005,1,13
15086.0,2010,1,42.16000000000001,1,12
15086.0,2010,3,54.120000000000005,1,18
15086.0,2010,4,55.00000000000001,1,15
15086.0,2010,5,67.07,1,17
15086.0,2010,6,25.990000000000002,1,15
15086.0,2010,8,1.7900000000000071,1,21
15086.0,2010,10,0.9999999999999938,1,17
15086.0,2010,12,-5.329070518200751e-15,1,18
15086.0,2011,1,5.329070518200751e-15,1,24
15086.0,2011,2,13.719999999999994,1,18
15086.0,2011,4,-1.7763568394002505e-15,1,25
15086.0,2011,5,-0.09999999999999876,1,12
15086.0,2011,7,1.1546319456101628e-14,1,19
15086.0,2011,9,2.7500000000000018,1,25
15086.0,2011,10,-1.2434497875801753e-14,1,17
15086.0,2011,11,-8.881784197001252e-15,1,12
15086.0,2011,12,2.6645352591003757e-15,1,17
15086.0,2012,1,3.7899999999999974,1,16
15086.0,2012,3,-4.618527782440651e-14,3,53
15086.0,2012,4,-1.7763568394002505e-15,1,14
15086.0,2012,7,-7.105427357601002e-15,1,15
15086.0,2012,8,1.3322676295501878e-15,1,17
15086.0,2012,9,0.9999999999999929,1,15
15086.0,2012,10,-7.105427357601002e-15,1,17
15086.0,2012,11,3.552713678800501e-15,1,13
15086.0,2012,12,0.0,1,15
15086.0,2013,1,3.8000000000000282,2,32
15086.0,2013,2,1.2434497875801753e-14,1,18
15086.0,2013,4,-5.329070518200751e-15,1,21
15086.0,2013,5,5.551115123125783e-15,1,20
15086.0,2013,7,-1.7763568394002505e-15,1,14
15086.0,2013,9,3.552713678800501e-15,1,17
15086.0,2013,10,1.0000000000000036,1,17
15086.0,2013,11,1.0658141036401503e-14,1,16
15086.0,2013,12,5.329070518200751e-15,1,16
15086.0,2014,1,78.51,1,20
15086.0,2014,3,29.72,1,12
15086.0,2014,4,14.57,1,4
15086.0,2014,5,36.61,1,6
15086.0,2014,6,13.370000000000001,1,7
15086.0,2014,8,38.51000000000001,1,13
15086.0,2014,11,9.35,1,4
15086.0,2014,12,16.78,1,4
15086.0,2015,5,41.24000000000001,1,11
15086.0,2015,11,52.96000000000001,1,15
15246.0,2012,7,1.0000000000000044,2,59
15246.0,2012,8,3.609999999999893,2,70
15246.0,2012,10,2.7600000000000335,3,48
15246.0,2012,11,2.050000000000002,1,19
15246.0,2012,12,3.3306690738754696e-16,1,10
15246.0,2013,1,-8.881784197001252e-15,2,40
15246.0,2013,2,0.6200000000000152,1,33
15246.0,2013,4,3.200000000000009,1,51
15246.0,2013,5,0.0,3,30
15246.0,2013,6,-5.329070518200751e-15,3,43
15246.0,2013,7,-4.618527782440651e-14,5,66
15246.0,2013,8,0.5199999999999969,4,47
15246.0,2013,9,0.2399999999998803,4,75
15246.0,2013,11,4.079999999999683,3,93
15246.0,2014,1,3.552713678800501e-15,1,24
15246.0,2014,2,211.7000000000001,4,63
15246.0,2014,4,184.06000000000003,3,65
15246.0,2014,5,99.57999999999994,1,38
15246.0,2014,6,138.86999999999995,2,45
15246.0,2014,7,79.00999999999999,1,24
15246.0,2014,8,136.84999999999997,2,40
15246.0,2014,9,66.20000000000002,1,19
15246.0,2014,10,56.71000000000001,1,15
15246.0,2014,11,196.11000000000007,2,47
15246.0,2014,12,87.42999999999998,1,21
15246.0,2015,1,192.83000000000004,4,37
15246.0,2015,2,99.69999999999999,2,22
15246.0,2015,3,24.310000000000002,1,6
15246.0,2015,4,162.1600000000001,4,51
15246.0,2015,5,31.039999999999996,1,5
15246.0,2015,6,90.00000000000001,2,21
15246.0,2015,9,94.23999999999998,2,20
15246.0,2015,10,25.68,1,9
15246.0,2015,11,17.21,1,7
15246.0,2015,12,102.11999999999999,2,21
15246.0,2016,2,37.690000000000005,1,11
15246.0,2016,3,156.26999999999998,4,27
15246.0,2016,5,90.43999999999998,1,14
15246.0,2016,6,30.760000000000005,1,10
15246.0,2016,7,139.75,2,38
15246.0,2016,8,79.67,2,29
15246.0,2016,9,223.50000000000009,5,51
15246.0,2016,10,57.73000000000001,3,17
15246.0,2016,11,119.38999999999994,1,25
15246.0,2016,12,82.23,2,20
15246.0,2017,1,201.17000000000007,2,49
15258.0,2011,10,8.881784197001252e-16,1,21
15258.0,2011,11,1.8899999999999988,2,24
15258.0,2012,1,1.8207657603852567e-14,2,55
15258.0,2012,2,15.760000000000067,5,58
15258.0,2012,3,0.0,1,5
15258.0,2012,4,7.105427357601002e-15,2,18
15258.0,2012,5,2.220446049250313e-15,1,18
15258.0,2012,6,6.689999999999975,1,37
15258.0,2012,7,0.3199999999999985,1,24
15258.0,2012,10,4.440892098500626e-14,2,31
15258.0,2012,11,2.1316282072803006e-14,1,33
15258.0,2012,12,6.490000000000009,1,27
15258.0,2013,7,0.6100000000000052,2,30
15258.0,2013,8,9.370000000000076,2,67
15258.0,2013,9,-5.329070518200751e-15,1,20
15258.0,2014,2,97.09999999999998,1,23
15258.0,2014,3,111.88999999999999,1,23
15258.0,2014,4,231.40000000000006,2,51
15258.0,2014,5,31.419999999999995,1,11
15258.0,2014,7,41.540000000000006,1,9
15258.0,2014,10,29.340000000000003,1,8
15258.0,2015,3,17.29,1,4
15258.0,2016,1,117.78999999999995,4,34
15258.0,2016,8,30.29,1,8
15258.0,2016,10,14.4,1,4
15258.0,2016,11,6.99,1,2
15258.0,2016,12,8.0,1,2
15258.0,2017,1,268.7200000000001,4,62
15355.0,2013,5,2.0999999999995875,8,198
15355.0,2013,6,8.959999999999853,6,121
15355.0,2013,7,8.999999999999613,10,190
15355.0,2013,8,4.959999999999804,6,139
15355.0,2013,9,7.050000000000211,7,151
15355.0,2013,10,2.659999999999803,11,198
15355.0,2013,11,15.329999999999885,11,190
15355.0,2013,12,3.129999999999768,9,181
15355.0,2014,1,586.1800000000002,11,161
15355.0,2014,2,709.18,10,149
15355.0,2014,3,841.660000000001,11,167
15355.0,2014,4,455.44000000000005,9,112
15355.0,2014,5,686.6100000000002,14,151
15355.0,2014,6,390.71000000000015,7,84
15355.0,2014,7,543.2800000000003,10,126
15355.0,2014,8,592.6600000000001,13,116
15355.0,2014,9,603.1600000000004,11,126
15355.0,2014,10,580.3800000000002,9,129
15355.0,2014,11,411.9600000000002,6,95
15355.0,2014,12,794.0400000000002,16,192
15355.0,2015,1,775.3500000000001,11,170
15355.0,2015,2,660.2899999999998,7,151
15355.0,2015,3,756.21,10,164
15355.0,2015,4,545.2400000000001,10,146
15355.0,2015,5,513.0799999999999,12,111
15355.0,2015,6,731.18,13,136
15355.0,2015,7,505.7199999999997,12,110
15355.0,2015,8,637.2499999999997,13,135
15355.0,2015,9,598.9399999999995,13,151
15355.0,2015,10,631.5299999999999,12,151
15355.0,2015,11,785.8700000000002,9,152
15355.0,2015,12,535.6600000000001,10,111
15355.0,2016,1,526.9500000000003,8,126
15355.0,2016,2,799.5700000000003,9,184
15355.0,2016,3,568.47,5,94
15355.0,2016,4,352.53000000000026,9,80
15355.0,2016,5,263.49000000000007,4,71
15355.0,2016,6,608.4300000000001,9,116
15355.0,2016,7,392.39000000000027,9,90
15355.0,2016,8,415.64000000000027,7,77
15355.0,2016,9,476.3200000000001,10,107
15355.0,2016,10,472.5,7,97
15355.0,2016,11,717.7200000000006,10,160
15355.0,2016,12,656.97,10,158
15355.0,2017,1,684.75,8,163
15462.0,2010,1,45.68000000000001,1,9
15462.0,2010,2,150.56000000000006,2,39
15462.0,2010,3,99.90999999999998,3,34
15462.0,2010,4,254.51000000000002,5,104
15462.0,2010,5,294.7000000000003,5,105
15462.0,2010,6,257.9600000000001,3,84
15462.0,2010,7,370.7200000000002,7,134
15462.0,2010,8,62.63999999999993,5,92
15462.0,2010,9,38.48999999999992,12,244
15462.0,2010,10,30.26999999999989,4,114
15462.0,2010,11,3.0200000000002714,6,123
15462.0,2010,12,2.10000000000035,5,172
15462.0,2011,1,5.7799999999998395,7,190
15462.0,2011,2,3.8900000000001205,7,205
15462.0,2011,3,4.290000000000248,6,180
15462.0,2011,4,13.310000000000176,7,201
15462.0,2011,5,7.07999999999989,4,164
15462.0,2011,6,0.9300000000000072,5,127
15462.0,2011,7,0.42000000000013316,8,193
15462.0,2011,8,20.02000000000004,6,133
15462.0,2011,9,22.860000000000316,7,213
15462.0,2011,10,7.909999999999767,8,217
15462.0,2011,11,4.770000000000152,7,208
15462.0,2011,12,1.599999999999108,9,243
15462.0,2012,1,6.129999999999905,7,200
15462.0,2012,2,10.440000000000163,6,203
15462.0,2012,3,6.050000000000201,7,203
15462.0,2012,4,1.5399999999999308,5,152
15462.0,2012,5,15.180000000000138,4,171
15462.0,2012,6,6.040000000000104,3,98
15462.0,2012,7,1.7400000000000522,5,121
15462.0,2012,8,5.879999999999977,9,174
15462.0,2012,9,25.579999999999853,6,226
15462.0,2012,10,2.6599999999998896,3,127
15462.0,2012,11,7.379999999999958,4,85
15462.0,2012,12,4.970000000000033,6,206
15462.0,2013,1,6.39000000000002,3,107
15462.0,2013,2,7.799999999999943,4,135
15462.0,2013,3,7.659999999999978,5,119
15462.0,2013,4,8.520000000000469,5,176
15462.0,2013,5,7.660000000000269,4,169
15462.0,2013,6,2.4799999999998974,4,89
15462.0,2013,7,14.95000000000014,6,176
15462.0,2013,8,10.160000000000112,5,193
15462.0,2013,9,6.620000000000008,5,139
15462.0,2013,10,33.45000000000027,11,222
15462.0,2013,11,20.930000000000202,7,249
15462.0,2013,12,54.75999999999983,5,135
15462.0,2014,1,295.93000000000006,4,134
15462.0,2014,2,518.2200000000003,6,146
15462.0,2014,3,374.0000000000002,5,109
15462.0,2014,4,240.98000000000008,3,77
15462.0,2014,5,559.6900000000002,5,190
15462.0,2014,6,227.52000000000007,3,62
15462.0,2014,7,354.95000000000016,6,130
15462.0,2014,8,570.0100000000002,7,173
15462.0,2014,9,374.9699999999999,5,128
